Name,CAS no,"Origin (company, synthesis method)",Shape,Initial coating/functionalization,"Diameter, nm","Length, nm",Possible impurities,"Surface area, BET (m2/g)",Other observations,Media,"Method to
measure the size (DLS, NTA)","Size of nanomaterial in the test, nm",Dissolution (if applicable) of nanomaterial in the test,Zeta potential of nanomaterial in the test,"Type of test organism (selection: bacteria, algae, crustacean, protozoa, fish, earthworm, other)",Test organism,Test media,Test duration (h or days),"Test temperature, other important conditions",Illumination,Test endpoint,Toxicity measure,Toxicity value,Other observations,Specific mechanisms of toxicity,"Accumulation in cells, tissues and organs",Authors,Title,Journal,Vol,Issue,Start page,End page,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWCNT, 308068-56-6 ,"Cheap Tubes Inc, USA",rods,,10-20,10000-30000,,140,purity more than 95%,moderately hard water + 100 mg/L NOM  (used as dispergant),DLS,236 and 1200,,-22.7,crustacean,Ceriodaphnia dubia,moderately hard water + 100 mg/L NOM,48h,25 °C,,survival,NOEL,40 mg/L,,,ingestion of NTs was visualized,"Kennedy, A.J. 
Hull, M.S.
Steevens, J.A.
Dontsova, K.M.
Chappell, M.A.
Gunter, J.C.
Weiss, C.A. Jr.",Factors influencing the partitioning and toxicity of nanotubes in the aquatic environment,Environmental Toxicology and Chemistry,27,9,1932,1941,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWCNT, 308068-56-6 ,"Cheap Tubes Inc, USA",rods,,10-20,10000-30000,,140,purity more than 95%,"sediment, 20 promilles salinity",,,,,estaurine amphipod,Leptocheirus plumulosus,"sediment, 20 promilles salinity",10 days,,,survival,NOEL,99 g/l,,,,"Kennedy, A.J. 
Hull, M.S.
Steevens, J.A.
Dontsova, K.M.
Chappell, M.A.
Gunter, J.C.
Weiss, C.A. Jr.",Factors influencing the partitioning and toxicity of nanotubes in the aquatic environment,Environmental Toxicology and Chemistry,27,9,1932,1941,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWCNT, 308068-56-6 ,"Cheap Tubes Inc, USA",rods,,10-20,10000-30000,,140,purity more than 95%,"sediment, tap water",,,,,amphipod in fresh and brackish waters,Hyalella azteca,"sediment, tap water",10 days,,,survival,NOEL, 264 g/l,,,,"Kennedy, A.J. 
Hull, M.S.
Steevens, J.A.
Dontsova, K.M.
Chappell, M.A.
Gunter, J.C.
Weiss, C.A. Jr.",Factors influencing the partitioning and toxicity of nanotubes in the aquatic environment,Environmental Toxicology and Chemistry,27,9,1932,1941,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWCNT-OH, 308068-56-6 ,"Cheap Tubes Inc, USA",rods,-OH,10-20,10000-30000,,150,purity more than 95%,moderately hard water + 100 mg/L NOM  (used as dispergant),DLS,193 and 1026,,-23,crustacean,Ceriodaphnia dubia,moderately hard water + 100 mg/L NOM,48h,25 °C,,survival,NOEL,120 mg/L,,,ingestion of NTs was visualized,"Kennedy, A.J. 
Hull, M.S.
Steevens, J.A.
Dontsova, K.M.
Chappell, M.A.
Gunter, J.C.
Weiss, C.A. Jr.",Factors influencing the partitioning and toxicity of nanotubes in the aquatic environment,Environmental Toxicology and Chemistry,27,9,1932,1941,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWCNT-COOH, 308068-56-6 ,"Cheap Tubes Inc, USA",rods,-COOH,20-30,10000-30000,,115,purity more than 95%,moderately hard water + 100 mg/L NOM  (used as dispergant),DLS,181 and ca 1000,,-19.7,crustacean,Ceriodaphnia dubia,moderately hard water + 100 mg/L NOM,48h,25 °C,,survival,NOEL,89 mg/L,,,ingestion of NTs was visualized,"Kennedy, A.J. 
Hull, M.S.
Steevens, J.A.
Dontsova, K.M.
Chappell, M.A.
Gunter, J.C.
Weiss, C.A. Jr.",Factors influencing the partitioning and toxicity of nanotubes in the aquatic environment,Environmental Toxicology and Chemistry,27,9,1932,1941,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,in-house synthesized,rods,,0.83,1000,,,"high purity, thermogravimetric analysis showed that no amorphous C was present",0.9% NaCl,UV-vis,big aggregates,,,bacteria,Escherichia coli,0.9% NaCl,2h,37 °C,,death,EC35,4.5 mg/L,,"Destruction of bacterial membrane at 5 mg/L. Punctures were enhanced by individually dispersing nanotubes. Release of cellular interior, DNA and RNA.",,"LiuS, Wei L, Hao L, Fang N, Chang MW, Xu R, Yang Y, Chen Y",Sharper and Faster “Nano Darts” Kill More Bacteria: A Study of Antibacterial Activity of Individually Dispersed Pristine Single-Walled Carbon Nanotube,ACS Nano,3,12,3891,3902,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,in-house synthesized,rods,,0.83,1000,,,"high purity, thermogravimetric analysis showed that no amorphous C was present",0.9% NaCl+Tween 20 (0.1% used as dispergant),UV-vis,5-50,,,bacteria,Escherichia coli,0.9% NaCl+Tween 20 ,2h,37 °C,,death,EC55,4.5 mg/L,,"Destruction of bacterial membrane at 5 mg/L. Punctures were enhanced by individually dispersing nanotubes. Release of cellular interior, DNA and RNA.",,"LiuS, Wei L, Hao L, Fang N, Chang MW, Xu R, Yang Y, Chen Y",Sharper and Faster “Nano Darts” Kill More Bacteria: A Study of Antibacterial Activity of Individually Dispersed Pristine Single-Walled Carbon Nanotube,ACS Nano,3,12,3891,3902,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,in-house synthesized,rods,,0.83,1000,,,"high purity, thermogravimetric analysis showed that no amorphous C was present",0.9% NaCl,UV-vis,big aggregates,,,bacteria,P.aeruginosa,0.9% NaCl,2h,37 °C,,death,EC25,4.5 mg/L,,"Destruction of bacterial membrane at 5 mg/L. Punctures were enhanced by individually dispersing nanotubes. Release of cellular interior, DNA and RNA.",,"LiuS, Wei L, Hao L, Fang N, Chang MW, Xu R, Yang Y, Chen Y",Sharper and Faster “Nano Darts” Kill More Bacteria: A Study of Antibacterial Activity of Individually Dispersed Pristine Single-Walled Carbon Nanotube,ACS Nano,3,12,3891,3902,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,in-house synthesized,rods,,0.83,1000,,,"high purity, thermogravimetric analysis showed that no amorphous C was present",0.9% NaCl+Tween 20 (0.1% used as dispergant),UV-vis,5-50,,,bacteria,P.aeruginosa,0.9% NaCl+Tween 20 ,2h,37 °C,,death,EC60,4.5 mg/L,,"Destruction of bacterial membrane at 5 mg/L. Punctures were enhanced by individually dispersing nanotubes. Release of cellular interior, DNA and RNA.",,"LiuS, Wei L, Hao L, Fang N, Chang MW, Xu R, Yang Y, Chen Y",Sharper and Faster “Nano Darts” Kill More Bacteria: A Study of Antibacterial Activity of Individually Dispersed Pristine Single-Walled Carbon Nanotube,ACS Nano,3,12,3891,3902,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,in-house synthesized,rods,,0.83,1000,,,"high purity, thermogravimetric analysis showed that no amorphous C was present",0.9% NaCl,UV-vis,big aggregates,,,bacteria,B.subtilis,0.9% NaCl,2h,37 °C,,death,EC50,4.5 mg/L,,"Destruction of bacterial membrane at 5 mg/L. Punctures were enhanced by individually dispersing nanotubes. Release of cellular interior, DNA and RNA.",,"LiuS, Wei L, Hao L, Fang N, Chang MW, Xu R, Yang Y, Chen Y",Sharper and Faster “Nano Darts” Kill More Bacteria: A Study of Antibacterial Activity of Individually Dispersed Pristine Single-Walled Carbon Nanotube,ACS Nano,3,12,3891,3902,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,in-house synthesized,rods,,0.83,1000,,,"high purity, thermogravimetric analysis showed that no amorphous C was present",0.9% NaCl+Tween 20 (0.1% used as dispergant),UV-vis,5-50,,,bacteria,B.subtilis,0.9% NaCl+Tween 20 ,2h,37 °C,,death,EC85,4.5 mg/L,,"Destruction of bacterial membrane at 5 mg/L. Punctures were enhanced by individually dispersing nanotubes. Release of cellular interior, DNA and RNA.",,"LiuS, Wei L, Hao L, Fang N, Chang MW, Xu R, Yang Y, Chen Y",Sharper and Faster “Nano Darts” Kill More Bacteria: A Study of Antibacterial Activity of Individually Dispersed Pristine Single-Walled Carbon Nanotube,ACS Nano,3,12,3891,3902,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,in-house synthesized,rods,,0.83,1000,,,"high purity, thermogravimetric analysis showed that no amorphous C was present",0.9% NaCl,UV-vis,big aggregates,,,bacteria,S.aureus,0.9% NaCl,2h,37 °C,,death,EC50,4.5 mg/L,,"Destruction of bacterial membrane at 5 mg/L. Punctures were enhanced by individually dispersing nanotubes. Release of cellular interior, DNA and RNA.",,"LiuS, Wei L, Hao L, Fang N, Chang MW, Xu R, Yang Y, Chen Y",Sharper and Faster “Nano Darts” Kill More Bacteria: A Study of Antibacterial Activity of Individually Dispersed Pristine Single-Walled Carbon Nanotube,ACS Nano,3,12,3891,3902,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,in-house synthesized,rods,,0.83,1000,,,"high purity, thermogravimetric analysis showed that no amorphous C was present",0.9% NaCl+Tween 20 (0.1% used as dispergant),UV-vis,5-50,,,bacteria,S.aureus,0.9% NaCl+Tween 20 ,2h,37 °C,,death,EC85,4.5 mg/L,,"Destruction of bacterial membrane at 5 mg/L. Punctures were enhanced by individually dispersing nanotubes. Release of cellular interior, DNA and RNA.",,"LiuS, Wei L, Hao L, Fang N, Chang MW, Xu R, Yang Y, Chen Y",Sharper and Faster “Nano Darts” Kill More Bacteria: A Study of Antibacterial Activity of Individually Dispersed Pristine Single-Walled Carbon Nanotube,ACS Nano,3,12,3891,3902,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,Sigma-Aldrich,rods,,1.2-1.5,2000-5000,,,50-70% as SWCNT,,,,,,Algae ,Pseudokirchneriella subcapitata,,72h,25 °C,,chronic sublethal growth inhibition,IC25,1 mg/L,,,,"C. Blaise,F. Gagne, J. F. Ferard, P. Eullaffroy",Ecotoxicity of Selected Nano-Materials to Aquatic Organisms,Environmental Toxicology,23,5,591,598,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,Sigma-Aldrich,rods,,1.2-1.5,2000-5000,,,50-70% as SWCNT,,,,,,Hydra,Hydra attenuata,,96h,,,"acte sublethality, morphological changes ",EC50,1-10 mg/L,,,,"C. Blaise,F. Gagne, J. F. Ferard, P. Eullaffroy",Ecotoxicity of Selected Nano-Materials to Aquatic Organisms,Environmental Toxicology,23,5,591,598,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,Sigma-Aldrich,rods,,1.2-1.5,2000-5000,,,50-70% as SWCNT,,,,,,bacteria,11 bacterial species,,18h,,,"growth inhibition, complete inhibition of bacterial growth",EC50,>100 mg/L,,,,"C. Blaise,F. Gagne, J. F. Ferard, P. Eullaffroy",Ecotoxicity of Selected Nano-Materials to Aquatic Organisms,Environmental Toxicology,23,5,591,598,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,Sigma-Aldrich,rods,,1.2-1.5,2000-5000,,,50-70% as SWCNT,,,,,,bacteria,Vibrio fisheri,,15 min,,,Acute sublethal light inhibition,IC25,>100 mg/L,,,,"C. Blaise,F. Gagne, J. F. Ferard, P. Eullaffroy",Ecotoxicity of Selected Nano-Materials to Aquatic Organisms,Environmental Toxicology,23,5,591,598,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,Sigma-Aldrich,rods,,1.2-1.5,2000-5000,,,50-70% as SWCNT,,,,,,fish,trout hepatocyte cell line,,48h,,,acute cytotoxicity, LOEC,>100 mg/L,,,,"C. Blaise,F. Gagne, J. F. Ferard, P. Eullaffroy",Ecotoxicity of Selected Nano-Materials to Aquatic Organisms,Environmental Toxicology,23,5,591,598,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,Sigma-Aldrich,rods,,1.2-1.5,2000-5000,,,50-70% as SWCNT,,,,,,crustacean,Thamnocephalus platyurus,,24h,,,acute lethality, LC50,>100 mg/L,,,,"C. Blaise,F. Gagne, J. F. Ferard, P. Eullaffroy",Ecotoxicity of Selected Nano-Materials to Aquatic Organisms,Environmental Toxicology,23,5,591,598,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,Sigma-Aldrich,rods,,11,500-100000,"Co, Ni catalysts but washed off",,90% purity,filtered tap water,DLS,10 000-1000 000,,,fish,Danio rerio,freshwater (tap water),52h,,,delay in hatching ,LOEC,60 mg/L,maybe the delay in hatching was due to Co and Ni catalysts,this delay disappeared at 75 h pf; by that time all the embryos even at 260 mg/L of CNT were hatched,,"Cheng, J, Flahaut E, Cheng SH",Effect of carbon nanotubes on developing zebrafish (Danio rerio) embryos,Environmental Toxicology and Chemistry,26,4,708,716,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWCNT, 308068-56-6 ,in-house synthesized,rods,,,,"Mo, Mg, Co were used as catalysts but removed by acid wash",,98% purity,filtered tap water,,,,,fish,Danio rerio,freshwater (tap water),75h,,,delay in hatching ,LOEC,240 mg/L,maybe the delay in hatching was due to Co catalyst,this delay disappeared at 75 h pf; by that time all the embryos even at 260 mg/L of CNT were hatched,,"Cheng, J, Flahaut E, Cheng SH",Effect of carbon nanotubes on developing zebrafish (Danio rerio) embryos,Environmental Toxicology and Chemistry,26,4,708,716,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,"Cheap Tubes Inc, USA",rods,,1.1,5000-30000,"Al, Cl, Co",,96.5% purity,"freshwater (0.3 mmol/l Na+, 0.1 mmol/l K+, 0.4 mmol/l Ca2+)+SDS 0.15 mg/L",TEM,<5nm,,,fish,Oncorhynus mykiss,"freshwater (0.3 mmol/l Na+, 0.1 mmol/l K+, 0.4 mmol/l Ca2+)+SDS 0.15 mg/L",10 days,15 °C,12-h/12-h light/dark cycle,ventilation rate,LOEC,0.1 mg/L,"The absence of pathologies associated with lipid peroxidation in the liver and brain, and the reduction in TBARS in most tissues suggest that the fish were not suffering from overt oxidative stress"," SWCNTs are a respiratory toxicant, rather than an ionoregulatory toxicant",,"Smith C, Shaw B, Handy R","Toxicity of single walled carbon nanotubes to rainbow trout, (Oncorhynus mykiss): Respiratory toxicity, organ pathologies, adn other physiological effects",Aquatic Toxicology,82,,94,109,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,"Cheap Tubes Inc, USA",rods,,1.1,5000-30000,"Al, Cl, Co",,96.5% purity,"freshwater (0.3 mmol/l Na+, 0.1 mmol/l K+, 0.4 mmol/l Ca2+)+SDS 0.15 mg/L",TEM,<5nm,,,fish,Oncorhynus mykiss,"freshwater (0.3 mmol/l Na+, 0.1 mmol/l K+, 0.4 mmol/l Ca2+)+SDS 0.15 mg/L",10 days,15 °C,12-h/12-h light/dark cycle,decrease in heamoglobin level and hematocrit,LOEC,0.5 mg/L,"The absence of pathologies associated with lipid peroxidation in the liver and brain, and the reduction in TBARS in most tissues suggest that the fish were not suffering from overt oxidative stress"," SWCNTs are a respiratory toxicant, rather than an ionoregulatory toxicant",,"Smith C, Shaw B, Handy R","Toxicity of single walled carbon nanotubes to rainbow trout, (Oncorhynus mykiss): Respiratory toxicity, organ pathologies, adn other physiological effects",Aquatic Toxicology,82,,94,109,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWCNT, 308068-56-6 ,"Cheap Tubes Inc, USA",rods,,1.1,5000-30000,"Al, Cl, Co",,96.5% purity,"freshwater (0.3 mmol/l Na+, 0.1 mmol/l K+, 0.4 mmol/l Ca2+)+SDS 0.15 mg/L",TEM,<5nm,,,fish,Oncorhynus mykiss,"freshwater (0.3 mmol/l Na+, 0.1 mmol/l K+, 0.4 mmol/l Ca2+)+SDS 0.15 mg/L",10 days,15 °C,12-h/12-h light/dark cycle,Increased oxidative stress in liver tissue,LOEC,0.25 mg/L,"The absence of pathologies associated with lipid peroxidation in the liver and brain, and the reduction in TBARS in most tissues suggest that the fish were not suffering from overt oxidative stress"," SWCNTs are a respiratory toxicant, rather than an ionoregulatory toxicant",,"Smith C, Shaw B, Handy R","Toxicity of single walled carbon nanotubes to rainbow trout, (Oncorhynus mykiss): Respiratory toxicity, organ pathologies, adn other physiological effects",Aquatic Toxicology,82,,94,109,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWCNT, 308068-56-6 ,in-house synthesized,rods,,30-70,470,"Ni, Mg catalysts",,99.9% purity (by C),,,,,,crustacean,Daphnia magna,"artificial freshwater (CaCl2 ·2H2O, 58.8 mg/L;
MgSO4 ·2H2O, 24.7 mg/L; NaHCO3, 13.0 mg/L; KCl, 1.2 mg/
L; hardness [Ca2+] + [Mg2+] ) 0.5 mM)
MgSO4 ·2H2O, 24.7 mg/L; NaHCO3, 13.0 mg/L; KCl, 1.2 mg/
L; hardness [Ca2+] + [Mg2+] ) 0.5 mM)",24-48 h,20 °C,16-h/8-h light/dark cycle,acute toxicity,LC50,>0.4 mg/L,,CNTs in the gut of D. Magna,CNTS accumulated 63 mg/g dry weight of Dapnia tissue (6.3%) at 0.4 mg/L,"Petersen, E., Akkanen, J., Kukkonen, J., Weber, W. Jr", Biological Uptake and Depuration of Carbon Nanotubes by Daphnia magna,ENVIRONMENTAL SCIENCE & TECHNOLOGY,43,,2969,2975,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
